MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Lodz,91-849,Marysinska,226
Lodz,91-850,Marysinska,250
Lodz,91-851,Marysinska,155
Lodz,91-854,Marysinska,104
Lodz,91-225,Marzanny,126
Lodz,91-180,Maslochow Lone i Lucjana,117
Lodz,91-402,Matejki Jana,162
Lodz,91-613,Mateusza,175
Lodz,91-471,Malopolska,160
Lodz,91-161,Mencla Bernarda Wojciecha,207
Lodz,91-502,Metalowa,119
Lodz,91-226,Mglista,189
Lodz,91-812,Mianowskiego Jozefa,119
Lodz,91-852,Mianowskiego Jozefa,85
Lodz,91-849,Miarki Karola,30
Lodz,91-160,Micinskiego Tadeusza,206
Lodz,91-067,Mielczarskiego Romualda,177
Lodz,91-358,Migdalowa,205
Lodz,91-605,Mikowa,126
Lodz,91-864,Mimozy,90
Lodz,91-603,Mineralna,181
Lodz,91-504,Miodowa,167
Lodz,91-496,Mirabelki,169
Lodz,91-866,Mietowa,161
Lodz,91-356,Moczarowa,16
Lodz,91-046,Modra,174
Lodz,91-487,Modrzewiowa,240
Lodz,91-034,Mokra,138
Lodz,91-864,Morelowa,233
Lodz,91-223,Morgowa,220
Lodz,91-231,Morgowa,228
Lodz,91-348,Morwowa,216
Lodz,91-502,Mosiezna,134
Lodz,91-530,Moskule,144
Lodz,91-604,Moskuliki,215
Lodz,91-705,Mostowskiego Tadeusza,16
Lodz,91-766,Mostowskiego Tadeusza,161
Lodz,91-362,Motylowa,154
Lodz,91-512,Mrowcza,230
Lodz,91-459,Murarska,130
Lodz,91-465,Murarska,158
Lodz,91-469,Murarska,178
Lodz,91-143,Maczna,75
Lodz,91-823,Mlynarska,173
Lodz,91-838,Mlynarska,46
Lodz,91-843,Mlynarska,196
Lodz,91-227,Na Uboczu,47
Lodz,91-606,Nad Niemnem,93
Lodz,91-348,Nad Sokolowka,28
Lodz,91-073,Naftowa,122
Lodz,91-364,Nagietkowa,248
Lodz,91-858,Narcyzowa,33
Lodz,91-030,Narodowa,34
Lodz,91-231,Nasienna,75
Lodz,91-496,Nastrojowa,68
Lodz,91-360,Nefrytowa,39
Lodz,91-495,Nenufarowa,189
Lodz,91-187,Niemena Czeslawa,90
Lodz,91-849,Niemojewskiego Andrzeja,65
Lodz,91-358,Niezapominajki,124
Lodz,91-183,Normandzka,99
Lodz,91-061,Nowomiejska,47
Lodz,91-414,Nowomiejska,185
Lodz,91-712,Nowopolska,68
Lodz,91-716,Nowopolska,192
Lodz,91-225,Nowozencow,220
Lodz,91-756,Oblegorska,81
Lodz,91-039,Obornicka,197
Lodz,91-042,Obornicka,46
Lodz,91-804,Obroncow Warszawy,175
Lodz,91-812,Obroncow Warszawy,60
Lodz,91-850,Obroncow Warszawy,47
Lodz,91-811,Obroncow Westerplatte,92
Lodz,91-008,Odolanowska,230
Lodz,91-012,Odolanowska,94
Lodz,91-062,Ogrodowa,96
Lodz,91-065,Ogrodowa,235
Lodz,91-071,Ogrodowa,7
Lodz,91-336,Ogorkowa,249
Lodz,91-498,Okoniowa,100
Lodz,91-843,Okopowa,226
Lodz,91-849,Okopowa,199
Lodz,91-852,Okopowa,165
Lodz,91-009,Okrzei Stefana,172
Lodz,91-075,Okrzei Stefana,177
Lodz,91-227,Okreglik,66
Lodz,91-611,Okretowa,20
Lodz,91-228,Okulickiego Leopolda,188
Lodz,91-366,Okulickiego Leopolda,2
Lodz,91-520,Okolna,56
Lodz,91-526,Okolna,30
Lodz,91-604,Okolna,172
Lodz,91-336,Oliwska,186
Lodz,91-481,Olszowa,129
Lodz,91-320,Olsztynska,71
Lodz,91-323,Olsztynska,91
Lodz,91-327,Olsztynska,108
Lodz,91-360,Onyksowa,133
Lodz,91-360,Opalowa,104
Lodz,91-604,Opolska,113
Lodz,91-805,Organizacji Wolnosc i Niezawislosc,76
Lodz,91-811,Organizacji Wolnosc i Niezawislosc,49
Lodz,91-825,Organizacji Wolnosc i Niezawislosc,122
Lodz,91-836,Organizacji Wolnosc i Niezawislosc,235
Lodz,91-341,Orna,24
Lodz,91-524,Orzelskiej Justyny,58
Lodz,91-473,Orzeszkowej Elizy,244
Lodz,91-479,Orzeszkowej Elizy,231
Lodz,91-357,Osadnicza,146
Lodz,91-052,Osiedlowa,24
Lodz,91-348,Osinowa,151
Lodz,91-089,Ossowskiego Michala,249
Lodz,91-504,Owcza,138
Lodz,91-475,Owocowa,51
Lodz,91-605,Oxinskiego Jozefa,164
Lodz,91-614,Olowiana,156
Lodz,91-725,Oswiatowa,250
Lodz,91-219,Pabianka,249
Lodz,91-430,Pacanowskiej Zuli,63
Lodz,91-439,Pacanowskiej Zuli,76
Lodz,91-478,Palmowa,26
Lodz,91-348,Pancerna,128
Lodz,91-141,Parcelacyjna,221
Lodz,91-140,Park imienia Zeromskiego Stefana,204
Lodz,91-362,Pasieczna,131
Lodz,91-226,Pastelowa,195
Lodz,91-826,Pasterska,114
Lodz,91-050,Pawia,59
Lodz,91-487,Pawilonska,13
Lodz,91-866,Perlicza,44
Lodz,91-529,Piaskowa,42
Lodz,91-221,Piaskowiec,120
Lodz,91-314,Piekarska,126
Lodz,91-867,Pierwiosnkow,128
Lodz,91-009,Pietrusinskiego Jana,99
Lodz,91-074,Pietrusinskiego Jana,232
Lodz,91-504,Piliczna,75
Lodz,91-601,Piliczna,157
Lodz,91-323,Piotrowiczowej Marii,51
Lodz,91-364,Piolunowa,26
Lodz,91-528,Pirytowa,115
Lodz,91-232,Pistacjowa,210
Lodz,91-003,Piwna,19
Lodz,91-048,Piwna,49
Lodz,91-161,Pietaka Stanislawa,249
Lodz,91-030,Pl. Dmowskiego Romana,241
Lodz,91-444,Pl. Koscielny,203
Lodz,91-135,Pl. Malogoskie Pole,250
Lodz,91-054,Pl. Piastowski,172
Lodz,91-054,Pl. Pionierow,82
Lodz,91-213,Pl. Poznanskiego Czerwca,227
Lodz,91-498,Pl. Sloneczny,241
Lodz,91-415,Pl. Wolnosci,144
Lodz,91-226,Planetarna,126
Lodz,91-104,Plantowa,200
Lodz,91-748,Plater Emilii,24
Lodz,91-762,Plater Emilii,36
Lodz,91-601,Platynowa,83
Lodz,91-156,Plonowa,216
Lodz,91-464,Pocztowa,157
Lodz,91-364,Podbialowa,112
Lodz,91-496,Podlesna,127
Lodz,91-006,Podrzeczna,107
Lodz,91-437,Podrzeczna,135
Lodz,91-054,Podworzowa,76
Lodz,91-478,Pogodna,109
Lodz,91-322,Pojezierska,102
Lodz,91-323,Pojezierska,208
Lodz,91-328,Pojezierska,168
Lodz,91-338,Pojezierska,28
Lodz,91-341,Pojezierska,49
Lodz,91-024,Pola Wincentego,66
Lodz,91-028,Pola Wincentego,199
Lodz,91-328,Polna,67
Lodz,91-402,Pomorska,232
Lodz,91-403,Pomorska,16
Lodz,91-404,Pomorska,199
Lodz,91-408,Pomorska,144
Lodz,91-409,Pomorska,249
Lodz,91-416,Pomorska,234
Lodz,91-422,Pomorska,227
Lodz,91-045,Popiela,144
Lodz,91-725,Popularna,1
Lodz,91-404,Poranna,167
Lodz,91-604,Porfirowa,74
Lodz,91-867,Porzeczkowa,246
Lodz,91-858,Powojowa,29
Lodz,91-867,Powojowa,115
Lodz,91-018,Powstancow Wielkopolskich,159
Lodz,91-035,Powstancow Wielkopolskich,146
Lodz,91-040,Powstancow Wielkopolskich,109
Lodz,91-043,Powstancow Wielkopolskich,3
Lodz,91-496,Poziomkowa,85
Lodz,91-511,Poziomkowa,20
Lodz,91-725,Produkcyjna,14
Lodz,91-162,Profesora Banachiewicza Tadeusza,233
Lodz,91-164,Profesora Cebertowicza Romualda,110
Lodz,91-169,Profesora Dylika Jana,85
Lodz,91-163,Profesora Kotarbinskiego Tadeusza,167
Lodz,91-165,Profesora Romera Eugeniusza,229
Lodz,91-185,Profesora Szuberta Waclawa,130
Lodz,91-169,Profesora Wernera Jerzego,25
Lodz,91-304,Profesorska,146
Lodz,91-493,Projektowana,46
Lodz,91-504,Promienna,84
Lodz,91-603,Promienna,173
Lodz,91-335,Prozka Franciszka,86
Lodz,91-315,Prusa Boleslawa,43
Lodz,91-490,Przedwiosnie,200
Lodz,91-849,Przelotna,225
Lodz,91-704,Przemyslowa,53
Lodz,91-748,Przemyslowa,106
Lodz,91-511,Przepiorcza,66
Lodz,91-837,Przodownikow Pracy,134
Lodz,91-520,Przy Klasztorze,113
Lodz,91-170,Przybosia Juliana,97
Lodz,91-480,Przyrodnicza,167
Lodz,91-849,Prozna,97
Lodz,91-496,Pstragowa,2
Lodz,91-511,Pszczelna,20
Lodz,91-021,Pulaskiego Kazimierza,25
Lodz,91-032,Pulaskiego Kazimierza,230
Lodz,91-420,Polnocna,250
Lodz,91-425,Polnocna,8
Lodz,91-837,Racjonalizatorow,51
Lodz,91-140,Radka Andrzeja,84
Lodz,91-848,Radlinskiej Heleny,150
Lodz,91-335,Radlowa,90
Lodz,91-327,Rajska,29
Lodz,91-231,Ratajska,152
Lodz,91-745,Reja Mikolaja,217
Lodz,91-520,Renesansowa,3
Lodz,91-864,Robotnicza,49
Lodz,91-404,Rodzenstwa Fibakow,239
Lodz,91-230,Rodla,30
Lodz,91-519,Rogowska,187
Lodz,91-527,Rogowska,127
Lodz,91-529,Rogowska,121
Lodz,91-127,Rojna,220
Lodz,91-128,Rojna,193
Lodz,91-134,Rojna,1
Lodz,91-142,Rojna,34
Lodz,91-174,Romanowska,248
Lodz,91-520,Romanska,38
Lodz,91-605,Rosickiego Andrzeja,91
Lodz,91-502,Roslinna,172
Lodz,91-528,Rubinowa,186
Lodz,91-364,Rumiankowa,129
Lodz,91-336,Rumunska,32
Lodz,91-867,Rybacka,112
Lodz,91-051,Rybna,60
Lodz,91-055,Rybna,64
Lodz,91-089,Rychlinskiego Tomasza,219
Lodz,91-211,Rydzowa,152
Lodz,91-503,Rysia,68
Lodz,91-855,Rysownicza,226
Lodz,91-857,Rysownicza,220
Lodz,91-605,Rzewskiego Aleksego,47
Lodz,91-613,Sabaly,61
Lodz,91-465,Sadowa,180
Lodz,91-468,Sadowa,51
Lodz,91-177,Safrina Horacego,68
Lodz,91-219,Samopomocy,157
Lodz,91-531,Sapiezynska,8
Lodz,91-490,Sasanek,215
Lodz,91-535,Sawickiego Jozefa,67
Lodz,91-143,Salatowa,197
Lodz,91-521,Secesyjna,207
Lodz,91-225,Selerowa,20
Lodz,91-520,Serwituty,43
Lodz,91-725,Setna,75
Lodz,91-232,Sezamkowa,153
Lodz,91-228,Sianokosy,115
Lodz,91-042,Sierakowskiego Zygmunta,98
Lodz,91-316,Sierakowskiego Zygmunta,233
Lodz,91-321,Sierakowskiego Zygmunta,131
Lodz,91-324,Sierakowskiego Zygmunta,71
Lodz,91-347,Sierakowskiego Zygmunta,97
Lodz,91-202,Sierpowa,206
Lodz,91-175,Sikiryckiego Igora,53
Lodz,91-495,Sitowie,46
Lodz,91-473,Skarbowa,4
Lodz,91-225,Skibowa,101
Lodz,91-510,Skowroncza,89
Lodz,91-503,Skrzydlata,211
Lodz,91-475,Skrzypowa,222
Lodz,91-819,Skury Skoczynskiego Bronislawa,119
Lodz,91-175,Skwarczynskiej Stefanii,43
Lodz,91-357,Smolika Przeclawa,155
Lodz,91-433,Smugowa,232
Lodz,91-729,Smutna,195
Lodz,91-302,Snycerska,172
Lodz,91-498,Sobotki,74
Lodz,91-806,Sojczynskiego Stanislawa,199
Lodz,91-812,Sojczynskiego Stanislawa,1
Lodz,91-171,Sokolowska,8
Lodz,91-423,Solna,72
Lodz,91-826,Spacerowa,7
Lodz,91-838,Spacerowa,242
Lodz,91-173,Spadkowa,88
Lodz,91-232,Spadkowa,13
Lodz,91-612,Spiska,231
Lodz,91-702,Sporna,204
Lodz,91-708,Sporna,206
Lodz,91-738,Sporna,181
Lodz,91-748,Sporna,5
Lodz,91-039,Sprawiedliwa,38
Lodz,91-316,Srebrna,77
Lodz,91-328,Srebrna,55
Lodz,91-334,Srebrna,190
Lodz,91-074,Srebrzynska,168
Lodz,91-080,Srebrzynska,220
Lodz,91-082,Srebrzynska,182
Lodz,91-087,Srebrzynska,146
Lodz,91-859,Stalowa,151
Lodz,91-366,Stara Basn,205
Lodz,91-754,Starosikawska,86
Lodz,91-438,Stary Rynek,153
Lodz,91-604,Stasia,41
Lodz,91-746,Staszica Stanislawa,230
Lodz,91-763,Staszica Stanislawa,185
Lodz,91-358,Stawowa,247
Lodz,91-458,Stefana,81
Lodz,91-463,Stefana,67
Lodz,91-470,Stefana,53
Lodz,91-425,Sterlinga Seweryna,13
Lodz,91-864,Stokrotki,233
Lodz,91-010,Stolarska,211
Lodz,91-356,Storczykowa,179
Lodz,91-487,Strumykowa,57
Lodz,91-503,Strusia,60
Lodz,91-402,Strykowska,179
Lodz,91-527,Strykowska,207
Lodz,91-531,Strykowska,86
Lodz,91-604,Strykowska,154
Lodz,91-614,Strykowska,147
Lodz,91-725,Strykowska,50
Lodz,91-737,Strykowska,166
Lodz,91-158,Strzalkowskiego Romka,249
Lodz,91-614,Strzeleckiego Pawla,117
Lodz,91-513,Studencka,131
Lodz,91-498,Studzinskiego Zdzislawa,8
Lodz,91-404,Styrska,79
Lodz,91-855,Sukiennicza,138
Lodz,91-342,Swojska,117
Lodz,91-184,Sycylijska,245
Lodz,91-496,Syrenki,224
Lodz,91-528,Szafirowa,122
Lodz,91-037,Szamotulska,16
Lodz,91-183,Szarej Piechoty,164
Lodz,91-171,Szalwiowa,13
Lodz,91-222,Szczecinska,167
Lodz,91-512,Szczygla,217
Lodz,91-493,Szczesliwa,32
Lodz,91-818,Szendzielarza Zygmunta,17
Lodz,91-450,Szeroka,9
Lodz,91-855,Szewska,188
Lodz,91-844,Szklana,126
Lodz,91-851,Szklarska,212
Lodz,91-528,Szmaragdowa,36
Lodz,91-503,Szpacza,225
Lodz,91-211,Szparagowa,152
Lodz,91-341,Szpinakowa,26
Lodz,91-162,Sztaudyngera Jana Izydora,102
Lodz,91-356,Szuwarowa,88
Lodz,91-357,Szwajcera Abrahama,70
Lodz,91-512,Sojki,46
Lodz,91-304,Sedziowska,203
Lodz,91-321,Sedziowska,48
Lodz,91-156,Slodowa,165
Lodz,91-225,Slomiana,229
Lodz,91-491,Sloneczna,101
Lodz,91-503,Slowicza,213
Lodz,91-103,Slonskiego Edwarda,240
Lodz,91-605,Taczanowskiego Edmunda,54
Lodz,91-506,Tajnego Nauczania,110
Lodz,91-403,Tamka,61
Lodz,91-363,Tarninowa,11
Lodz,91-495,Tatarakowa,46
Lodz,91-156,Tatarczana,64
Lodz,91-728,Telefoniczna,115
Lodz,91-164,Telewizyjna,244
Lodz,91-498,Telimeny,22
Lodz,91-203,Teofilowska,120
Lodz,91-504,Tlenowa,113
Lodz,91-601,Tlenowa,127
Lodz,91-182,Toeplitza Jerzego,197
Lodz,91-450,Tokarska,207
Lodz,91-812,Tokarzewskiego Michala,150
Lodz,91-842,Tokarzewskiego Michala,206
Lodz,91-360,Topazowa,177
Lodz,91-111,Traktorowa,133
Lodz,91-116,Traktorowa,184
Lodz,91-117,Traktorowa,188
Lodz,91-129,Traktorowa,209
Lodz,91-130,Traktorowa,9
Lodz,91-144,Traktorowa,45
Lodz,91-148,Traktorowa,238
Lodz,91-203,Traktorowa,15
Lodz,91-204,Traktorowa,45
Lodz,91-218,Traktorowa,18
Lodz,91-364,Trawiasta,221
Lodz,91-356,Truskawkowa,186
Lodz,91-495,Trzcinowa,210
Lodz,91-864,Tulipanowa,154
Lodz,91-520,Turkusowa,198
Lodz,91-025,Turoszowska,151
Lodz,91-615,Turystyczna,59
Lodz,91-356,Turzycowa,109
Lodz,91-013,Tybury Stanislawa,147
Lodz,91-016,Tybury Stanislawa,176
Lodz,91-043,Tybury Stanislawa,110
Lodz,91-223,Tytoniowa,214
Lodz,91-502,Teczowa,111
Lodz,91-024,Uniejowska,69
Lodz,91-027,Uniejowska,203
Lodz,91-230,Uprawna,83
Lodz,91-603,Uranowa,51
Lodz,91-616,Urlopowa,186
Lodz,91-495,Urocza,21
Lodz,91-304,Urzednicza,237
Lodz,91-312,Urzednicza,239
Lodz,91-615,Uzdrowiskowa,36
Lodz,91-614,Wakacyjna,67
Lodz,91-181,Walonska,52
Lodz,91-087,Wapienna,70
Lodz,91-202,Warecka,170
Lodz,91-212,Warecka,152
Lodz,91-316,Warminska,172
Lodz,91-503,Warszawska,75
Lodz,91-602,Warszawska,81
Lodz,91-859,Warszawska,107
Lodz,91-862,Warszawska,149
Lodz,91-075,Warynskiego Ludwika,243
Lodz,91-231,Warzywna,198
Lodz,91-839,Wawelska,110
Lodz,91-865,Walbrzyska,63
Lodz,91-615,Wczasowa,125
Lodz,91-203,Wersalska,192
Lodz,91-212,Wersalska,146
Lodz,91-498,Wiankowa,33
Lodz,91-150,Wici,71
Lodz,91-157,Wici,199
Lodz,91-213,Wici,59
Lodz,91-757,Widok,87
Lodz,91-614,Widokowa,2
Lodz,91-024,Wielkopolska,210
Lodz,91-026,Wielkopolska,46
Lodz,91-029,Wielkopolska,78
Lodz,91-134,Wiernej Rzeki,6
Lodz,91-232,Wierzb Placzacych,136
Lodz,91-410,Wierzbowa,116
Lodz,91-426,Wierzbowa,187
Lodz,91-519,Wiewiorcza,67
Lodz,91-495,Wiklinowa,125
Lodz,91-486,Wiazowa,192
Lodz,91-498,Wodnika,159
Lodz,91-432,Wojska Polskiego,143
Lodz,91-439,Wojska Polskiego,207
Lodz,91-440,Wojska Polskiego,41
Lodz,91-711,Wojska Polskiego,250
Lodz,91-720,Wojska Polskiego,64
Lodz,91-726,Wojska Polskiego,130
Lodz,91-743,Wojska Polskiego,223
Lodz,91-755,Wojska Polskiego,77
Lodz,91-809,Wojska Polskiego,171
Lodz,91-816,Wojska Polskiego,246
Lodz,91-822,Wojska Polskiego,58
Lodz,91-832,Wojska Polskiego,102
Lodz,91-434,Wolborska,67
Lodz,91-849,Wolff Heleny,120
Lodz,91-162,Wolinska,99
Lodz,91-043,Wolna,140
Lodz,91-030,Woronicza Jana,95
Lodz,91-603,Woskowa,108
Lodz,91-052,Wroclawska,229
Lodz,91-310,Wroclawska,163
Lodz,91-233,Wronia,205
Lodz,91-043,Wrzesnienska,181
Lodz,91-045,Wrzesnienska,35
Lodz,91-048,Wrzesnienska,207
Lodz,91-049,Wrzesnienska,144
Lodz,91-051,Wrzesnienska,233
Lodz,91-479,Wrzosowa,115
Lodz,91-050,Wrobla,229
Lodz,91-417,Wschodnia,21
Lodz,91-464,Wspolna,222
Lodz,91-470,Wspolna,231
Lodz,91-819,Wspolzawodnicza,59
Lodz,91-518,Wycieczkowa,71
Lodz,91-603,Wycieczkowa,128
Lodz,91-614,Wycieczkowa,247
Lodz,91-611,Wydmowa,141
Lodz,91-614,Wypoczynkowa,15
Lodz,91-305,Waska,121
Lodz,91-184,Wloska,52
Lodz,91-481,Wloscianska,243
Lodz,91-005,Zachodnia,88
Lodz,91-055,Zachodnia,106
Lodz,91-058,Zachodnia,209
Lodz,91-063,Zachodnia,124
Lodz,91-066,Zachodnia,67
Lodz,91-305,Zachodnia,103
Lodz,91-849,Zagajnikowa,8
Lodz,91-232,Zagonowa,112
Lodz,91-605,Zajaczkowskiego Jozefa,232
Lodz,91-504,Zajecza,189
Lodz,91-866,Zaliwskiego Jozefa,74
Lodz,91-088,Zana Tomasza,133
Lodz,91-219,Zapustna,128
Lodz,91-864,Zawilcowa,188
Lodz,91-818,Zawiszy,72
Lodz,91-824,Zawiszy,124
Lodz,91-829,Zawiszy,13
Lodz,91-523,Zascianek Bohatyrowicze,152
Lodz,91-493,Zbijewskiej Julii,117
Lodz,91-844,Zbozowa,103
Lodz,91-342,Zbaszynska,195
Lodz,91-478,Zdrojowa,205
Lodz,91-321,Zdunska,199
Lodz,91-002,Zgierska,147
Lodz,91-059,Zgierska,203
Lodz,91-303,Zgierska,47
Lodz,91-320,Zgierska,42
Lodz,91-346,Zgierska,193
Lodz,91-355,Zgierska,206
Lodz,91-362,Zgierska,163
Lodz,91-364,Zgierska,95
Lodz,91-446,Zgierska,192
Lodz,91-463,Zgierska,110
Lodz,91-465,Zgierska,239
Lodz,91-468,Zgierska,220
Lodz,91-473,Zgierska,201
Lodz,91-478,Zgierska,147
Lodz,91-488,Zgierska,94
Lodz,91-490,Zgierska,210
Lodz,91-495,Zgierska,232
Lodz,91-496,Zgierska,249
Lodz,91-497,Zgierska,60
Lodz,91-817,Zielna,209
Lodz,91-836,Zielna,247
Lodz,91-210,Ziemniaczana,139
Lodz,91-088,Zimna,14
Lodz,91-172,Zimna Woda,207
Lodz,91-364,Ziolowa,15
Lodz,91-610,Zjazdowa,98
Lodz,91-719,Zmienna,224
Lodz,91-838,Zofii,104
Lodz,91-358,Zlocieniowa,124
Lodz,91-804,Zlotnicza,93
Lodz,91-836,Zlotnicza,140
Lodz,91-001,Poczta Lodz 011 Zgierska 2,71
Lodz,91-023,Poczta Lodz 065 Zubardzka 3,91
Lodz,91-031,Poczta Lodz 059 Limanowskiego 196 A,82
Lodz,91-044,Poczta Lodz 048 Tybury 1,88
Lodz,91-064,Poczta Lodz 034 Zachodnia 47,171
Lodz,91-071,Poczta Filia UP UP Lodz 001 Karskiego 5,76
Lodz,91-090,Poczta Lodz 044 Ossowskiego 2,1
Lodz,91-101,Poczta Lodz 052 Plantowa 1 A,185
Lodz,91-154,Poczta Lodz 019 Aleksandrowska 145,152
Lodz,91-159,Poczta Lodz 063 Lniana 2,55
Lodz,91-215,Poczta Lodz 064 Rydzowa 14,4
Lodz,91-301,Poczta Lodz 038 Snycerska 1,235
Lodz,91-333,Poczta Lodz 016 Limanowskiego 115,164
Lodz,91-345,Poczta Lodz 053 Gdynska 38,142
Lodz,91-359,Poczta Lodz 087 Jeziorna 40a,65
Lodz,91-462,Poczta Lodz 009 Wspolna 8,182
Lodz,91-489,Poczta Lodz 088 Syrenki 23,139
Lodz,91-701,Poczta Lodz 025 Boya Zelenskiego 12,131
Lodz,91-801,Poczta Lodz 037 Organizacji WiN 52,62
Lodz,91-834,Poczta Filia UP Lodz 009 Lagiewnicka 39/43,101
Lodz,91-853,Poczta Lodz 082 Niemojewskiego Andrzeja 25,47
Lodz,91-860,Poczta Lodz 020 Lagiewnicka 99,20
Lodz,91-504,Labedzia,81
Lodz,91-445,Lagiewnicka,125
Lodz,91-456,Lagiewnicka,187
Lodz,91-463,Lagiewnicka,209
Lodz,91-471,Lagiewnicka,70
Lodz,91-473,Lagiewnicka,108
Lodz,91-481,Lagiewnicka,178
Lodz,91-487,Lagiewnicka,107
Lodz,91-491,Lagiewnicka,213
Lodz,91-509,Lagiewnicka,154
Lodz,91-520,Lagiewnicka,35
Lodz,91-833,Lagiewnicka,153
Lodz,91-839,Lagiewnicka,9
Lodz,91-855,Lagiewnicka,56
Lodz,91-863,Lagiewnicka,88
Lodz,91-865,Lagiewnicka,197
Lodz,91-103,Lanowa,157
Lodz,91-110,Lanowa,113
Lodz,91-527,Lodzianka,230
Lodz,91-604,Lodzianka,126
Lodz,91-726,Lomnicka,245
Lodz,91-496,Lososiowa,13
Lodz,91-496,Lozowa,180
Lodz,91-491,Lucji,26
Lodz,91-527,Lukaszewska,213
Lodz,91-527,Lupkowa,52
Lodz,91-528,Lupkowa,237
Lodz,91-867,Sliwowa,10
Lodz,91-223,Sniadeckiego,247
Lodz,91-493,Swiatowida,146
Lodz,91-487,Swierkowa,50
Lodz,91-490,Swietlana,246
Lodz,91-512,Swietlikow,115
Lodz,91-496,Switezianki,187
Lodz,91-038,Swietego Antoniego Padewskiego,89
Lodz,91-222,Swietej Teresy,223
Lodz,91-341,Swietej Teresy,207
Lodz,91-348,Swietej Teresy,136
Lodz,91-735,Zrodlowa,89
Lodz,91-457,Zabia,97
Lodz,91-202,Zabieniec,250
Lodz,91-219,Zabieniec,64
Lodz,91-474,Zarnowcowa,37
Lodz,91-479,Zarnowcowa,42
Lodz,91-321,Zeglarska,15
Lodz,91-219,Zencow,58
Lodz,91-858,Zoledziowa,135
Lodz,91-022,Zubardzka,228
Lodz,91-032,Zubardzka,177
Lodz,91-504,Zucza,51
Lodz,91-455,Zurawia,106
Lodz,91-463,Zurawia,72
Lodz,91-178,Zulawskiego Wawrzynca,206
Lodz,91-003,Zytnia,22
Lodz,91-364,Zywokostowa,138
Lodz,91-231,Zyzna,43
Lodz,91-520,Zolwiowa,130
Lodz,92-305,Adamieckiego Karola,1
Lodz,92-532,Adwentowicza Karola,219
Lodz,92-534,Adwentowicza Karola,152
Lodz,92-535,Adwentowicza Karola,179
Lodz,92-536,Adwentowicza Karola,116
Lodz,92-537,Adwentowicza Karola,120
Lodz,92-444,Al. Hetmanska,2
Lodz,92-442,Al. Ksiazat Polskich,113
Lodz,92-301,Al. Marszalka Jozefa Pilsudskiego,57
Lodz,92-202,Al. Marszalka Jozefa Pilsudskiego,227
Lodz,92-230,Al. Marszalka Jozefa Pilsudskiego,162
Lodz,92-236,Al. Marszalka Jozefa Pilsudskiego,73
Lodz,92-318,Al. Marszalka Jozefa Pilsudskiego,133
Lodz,92-322,Al. Marszalka Jozefa Pilsudskiego,194
Lodz,92-326,Al. Marszalka Jozefa Pilsudskiego,35
Lodz,92-332,Al. Marszalka Jozefa Pilsudskiego,126
Lodz,92-515,Al. Przyjazni,187
Lodz,92-003,Alpejska,111
Lodz,92-732,Amarantowa,77
Lodz,92-771,Ananasowa,191
Lodz,92-550,Andrzejewskiej Jadzi,160
Lodz,92-414,Anny Jagiellonki,195
Lodz,92-219,Antoniewska,114
Lodz,92-411,Augustow,245
Lodz,92-413,Bacewicz Grazyny,160
Lodz,92-123,Bachledy Klimka,62
Lodz,92-109,Bacowa,209
Lodz,92-775,Bananowa,189
Lodz,92-612,Bartnicza,212
Lodz,92-530,Bartoka Beli,66
Lodz,92-531,Bartoka Beli,203
Lodz,92-533,Bartoka Beli,51
Lodz,92-540,Bartoka Beli,198
Lodz,92-546,Bartoka Beli,232
Lodz,92-547,Bartoka Beli,228
Lodz,92-725,Barwinkowa,170
Lodz,92-301,Batorego Stefana,191
Lodz,92-308,Batorego Stefana,89
Lodz,92-322,Bawelniana,46
Lodz,92-009,Bazaltowa,11
Lodz,92-223,Bialoruska,175
Lodz,92-437,Billewiczowny Olenki,31
Lodz,92-402,Blocha Jana Gotlieba,215
Lodz,92-321,Bobrowa,16
Lodz,92-340,Bodo Eugeniusza,42
Lodz,92-617,Boguszewskiej Heleny,65
Lodz,92-416,Boleslawa Krzywoustego,65
Lodz,92-414,Boleslawa Szczodrego,141
Lodz,92-445,Boleslawa Smialego,119
Lodz,92-635,Boleslawow,42
Lodz,92-414,Bolka Swidnickiego,204
Lodz,92-216,Borowiakowej Tekli,11
Lodz,92-327,Borsucza,208
Lodz,92-738,Bratkowa,113
Lodz,92-103,Brzezinska,117
Lodz,92-111,Brzezinska,130
Lodz,92-118,Brzezinska,49
Lodz,92-703,Brzezinska,67
Lodz,92-776,Brzezinska,194
Lodz,92-770,Byszewska,91
Lodz,92-751,Chalasinskiego Jozefa,146
Lodz,92-625,Chmielna,220
Lodz,92-018,Chmurna,247
Lodz,92-309,Cicha,132
Lodz,92-447,Cynarskiego Mariana,241
Lodz,92-729,Cypryjska,183
Lodz,92-511,Czajkowskiego Piotra,205
Lodz,92-116,Czecha Bronislawa,46
Lodz,92-216,Czechoslowacka,199
Lodz,92-219,Czechoslowacka,30
Lodz,92-232,Czechoslowacka,225
Lodz,92-538,Czernika Stanislawa,129
Lodz,92-539,Czernika Stanislawa,116
Lodz,92-543,Czernika Stanislawa,42
Lodz,92-544,Czernika Stanislawa,173
Lodz,92-545,Czernika Stanislawa,109
Lodz,92-017,Czorsztynska,241
Lodz,92-430,Dmowskiego Romana,151
Lodz,92-626,Dobrej Wrozki,91
